,tweet
8613,"RT @RepRaulGrijalva: Tonight's #JointAddress by @POTUS made the case that government can work for the people again. 

From immigration and…"
8614,"RT @RDNS_TAI: Democracy often drives weird outcomes. In the US they believe guns are safe, in Japan they think whaling is a good idea, and…"
8615,"RT @BSCWatson: Repubs r awful, nasty &amp; mean. They won't even applaud Joe Biden when he's saying something that can benefit all Americans in…"
8616,"They have clarified that all the fuel (description bar) that they used are environmental friendly. 

Highlights for climate change* following the instructions*** according. https://t.co/rcZMxXPCtD"
8617,RT @HeatherMoAndCo: #WhereIsDougFord? This is nothing new (see his lone term on TO City Council). Ford is a LARPing Premier. He likes when…
8618,RT @PhilWilayto1: @olivermerino4 The fact that so many young activists work for nonprofits is one reason why the anti-war movement has atro…
8619,RT @WKDart: Cryptocurrency is literally like an eight-year-old's concept of an evil businessman. He just plugs his pollution machine in and…
8620,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8621,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8622,"RT @PaulEDawson: ""One of the biggest issues is you cannot self-isolate from climate,""

The world is heading for mortality rates equivalent…"
8623,@RepublicRecords hello?! Give Twice their certifications 🙂
8624,"RT @ChrisMurphyCT: Biden says when thinks of climate change he thinks of jobs.

Last week I visited a solar company in CT that said if Trum…"
8625,"RT @AssaadRazzouk: World's glaciers melting at accelerating rate

""Over the last 20 years, we've seen that glaciers have lost about 267 gig…"
8626,"theyll listen to a buncha rich white folk abt how to fix the climate problem but will ignore, dismiss, n discredit indigenous groups..."
8627,RT @RaxKingIsDead: no i do not want to read the article first. fuck you https://t.co/vZjOZ45i2H
8628,RT @jeonfolders: [NAVER] BTS Jungkook’s solo song ‘Euphoria’ and self-composed song ‘Your Eyes Tell’ have been certified Silver and Gold re…
8629,"RT @AkshatRathi: Debate around the ""concept of net zero"" is really just a worry about negative emissions becoming a distraction from actual…"
8630,RT @salesforce: Join us and Tori Kaplan of Truist Bank (@SunTrust) to talk about how Sustainability Cloud is helping companies achieve carb…
8631,"RT @totalrecallpdx: Let the bidding begin, and #lettedeatcake !"
8632,"RT @GretaThunberg: A friendly reminder: We can't solve the climate crisis without treating it like a crisis.

What does that mean?

It mean…"
8633,"RT @KHayhoe: And earlier, there was ""Science as a Contact Sport"" by the late great Stephen Schneider. Scientists have been fighting disinfo…"
8634,"*Senate brimming w christian fascists* 

*White supremacist fomenting civil war, actively mobilizing against the reproductive rights of women, racial equality, &amp; science generally*

*Climate crisis worsening*

Biden: 🥰🇺🇸on the ✈️ move:) 🙈🇺🇸🥰

#BidenAddress https://t.co/VVreGBrHya"
8635,RT @annamaria_jp: Game Publishers - @beneeta_k and I are doing a charity stream for India Covid Relief this weekend. If you might be intere…
8636,"RT @rece_tw: Thank you to all who participated in ""Land Education, Place, and Climate Justice in Early Childhood.""

Extra special thanks to…"
8637,"Biden kiss my Arse

Trump's plan was better

Nafta2, The Wall, Energy Indep, Carbon Capture, China tariffs, Warp Speed did more

Biden inherited a strong economy &amp; vaccine

No HR1
🇺🇸

@EricTrump 
@DonaldJTrumpJr 
@IvankaTrump 
@LaraLeaTrump 
@jimmyfailla 
@guypbenson 
@kilmeade"
8638,"RT @NRO: We’ve been hearing about the importance of eliminating meat for a long time, no matter what the media say today. | by @davidharsan…"
8639,"Riding your bike in Maine, instead of guzzling gas in a car, will enormously lower pollution, Go green with me, this tweet is brought to you by, EcoOps"
8640,RT @janekleeb: Climate crisis is a global fight. Eyes on you @JustinTrudeau — please stop taking land by eminent domain for your export pip…
8641,Joe Bidens Star Trek on climate change https://t.co/ciSRJcJV0Ks-star-trek-climate-change-1502965015.html
8642,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8643,"RT @ChrisMurphyCT: Biden says when thinks of climate change he thinks of jobs.

Last week I visited a solar company in CT that said if Trum…"
8644,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8645,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8646,"RT @linseymarr: Key points from new Lancet Commission report on schools:
1 Check HVAC system every 3-5 yr; monitor CO2 to ensure performanc…"
8647,"This Friday, join @CFSTrueFood for a screening of @kissthegroundCA from 6-9 pm. Narrated and featuring Woody Harrelson, Kiss the Ground is an inspiring and groundbreaking film that reveals viable solutions to our climate crisis. Get your tickets here: https://t.co/g0FF7Asfiv"
8648,"@realDailyWire Build back better 1 World Government.    KLAUS SCHWARB the communist, socialist, climate hoax great reset.  EVIL just EVIL https://t.co/JvZFckiGmV"
8649,"RT @thetoyman1: Biden even admitted USA only produces 15% of the Worlds C02 emissions. And even if we do everything he asks, nothing will c…"
8650,RT @alexdnz: This is just a way to put the blame and responsibility for climate change on individuals while companies destroy the environme…
8651,RT @BuckSexton: Among the most laughable and pathetic euphemisms in the Democrat lexicon is the insistence on doling out taxpayer cash to w…
8652,RT @myradah: Inhumanity is a tactic of the #BurmeMilitaryJunta to create a climate of fear in oppressing the ethnic minorities. @POTUS @Sec…
8653,"RT @GeraldKutney: Slow day on Twitter... nice to see... but the few climate deniers that are out there today are really, really, really....…"
8654,"RT @GOP: Biden’s decision to rejoin the Paris Climate Agreement could cost Americans between 400,000 and 2.7 million jobs."
8655,"RT @JCarrollFoy: America now has a president who cares about combatting climate change, ending the gun violence epidemic, and protecting vu…"
8656,RT @VanCityClerk: #VanCityCouncil has approved item 3 - Affirming Support for a Formula E World Championship Event including a Conference f…
8657,RT @ramblingwitch: Wake up Australia #auspol #LNPfail
8658,"RT @dezeen: Discover 10 ways in which architects can contribute to a healthier planet.
https://t.co/ZKUkS5tCTs"
8659,Deliveries for Beechcraft King Air 360 and 260 Aircraft to Commence in Brazil With Recent ANAC Certification https://t.co/GJDhkj8yre
8660,"climate change isn’t real when they have HAARP to literally control the weather &amp; cloud machines to pump clouds in the atmosphere. They literally have a list of every time they’ve used the HAARP machine. Look it up. &amp; if u push the climate agenda, you’re just an ignorant dumbass"
8661,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
8662,RT @mg2411: Donors and diaspora groups that are rushing assistance to #India should also encourage the govt to respect human rights in its…
8663,"RT @Wizard_Predicts: #NeverTrump Republicans are complicit in effectuating Biden's agenda of gun control, critical race indoctrination, hig…"
8664,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
8665,"RT @GHGGuru: Here is the carbon footprint of beef and other livestock versus the “other” category, which is mostly comprised of fossil fuel…"
8666,"RT @GeraldKutney: Slow day on Twitter... nice to see... but the few climate deniers that are out there today are really, really, really....…"
8667,RT @DailySignal: 4 Reasons Trump Was Right to Pull Out of the Paris Agreement https://t.co/i4dCfeDhoN
8668,"@CNN @ABC @NYTIMES @WASHINGTONPOST @MSNBC
@CBSNEWS @FOXNEWS @Reuters America, Tim Scott needs to understand. ROADS, BRIDGES, EQUIPMENT, WATERWAYS, POWER GRIDS, EMISSION, ENERGY CLIMATE are all a serious part of infrastructure. This funding is an emergency in many states."
8669,RT @AlejandreAmanda: This was so perfect! Thank you to the 50+ donors that fueled this rocket 🚀 to launch. Your kindness and help through t…
8670,"RT @rudepundit: Biden is being real about quite a few things - the Trump tax cut scam, the decimation of the US's standing in the world, cl…"
8671,"RT @DanScavino: “While Mike Pompeo was secretary of state and advising Donald Trump, Biden climate czar and former Secretary of State John…"
8672,RT @RepKenBuck: Try telling that to the millions of oil and gas workers who had their livelihoods ripped away from them because of Biden’s…
8673,Charge transport physics of a unique class of rigid-rod conjugated polymers with fused-ring conjugated units linked by double carbon-carbon bonds - Science Advances https://t.co/zZ6pLp3iCe
8674,DAY OF SERVICE: Western Dubuque students take on water pollution along Mississippi River - https://t.co/XQxuicSwji https://t.co/Kb0hHbzgU9
8675,"RT @AdamBandt: In just 24 hours, Morrison's set to fund a new gas-fired power station in the Hunter.

The market doesn't want it. It's too…"
8676,"RT @DoctorHenryCT: If Biden wants to address climate change, he can start by opposing hate speech &amp; other inanities by politicians who poll…"
8677,@SenSchumer @SenSchumer  is John Kerry going to do any thing about the CO2  COMING OUT OF ALL these volcanos ??asking for a friend
8678,"RT @LCVoters: Tonight, on the eve of the strongest first #100days for climate and environmental justice we’ve ever seen from an administrat…"
8679,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
8680,"RT @fearIessknj: I lost my teenage years to strict parents, currently losing my twenties to the pandemic &amp; then I'll lose my thirties to th…"
8681,"RT @Defenders: Humanity’s greenhouse gas emissions have overheated the Earth’s atmosphere, unleashing extreme weather including the overhea…"
8682,"@MetroidLovver @JustSumAlien1 @RNCResearch Once he lost the election, the rollout was horrible. People couldn’t get second shots. They ran out of shots. Certain Governors were giving preference to donors.

https://t.co/jDwxCPGgxl"
8683,"RT @atrupar: Biden: ""For too long, we've failed to use the most important word when it comes to meeting the climate crisis -- jobs, jobs, j…"
8684,"RT @C2ES_org: Racial justice is climate justice. U.S. climate policy must ensure a just, equitable transition to a zero-carbon economy. #Jo…"
8685,"RT @GOP: Biden’s decision to rejoin the Paris Climate Agreement could cost Americans between 400,000 and 2.7 million jobs."
8686,@Los_1931 @bnhswrestling One step closer to certification!
8687,"@rusubin @zlj517 The US journal Science, a German marine scientific research institute and scholars from Russia, the ROK and many other countries all believe that the wastewater, even after meticulous treatment, would still contain high levels of radioactive isotopes. Carbon-14, for example."
8688,"RT @EnergyPress: us when @POTUS says climate action = JOBS.
https://t.co/uMI1cXaW7M"
8689,"RT @BeauTFC: Um... if we're just going to be handing out DARPAs, can we get a DARPA for climate change as well?"
8690,"RT @GretaThunberg: ""Bolsonaro has approved a 24% cut to the environment budget for 2021 from the previous year’s level, just one day after…"
8691,RT @Kalaax008: Biden: When I think about climate change I think about jobs!! #PresidentialAddress
8692,"RT @AdamBandt: The Greens &amp; climate movement will do everything in our power to stop this expensive, polluting and unnecessary gas plant be…"
8693,"RT @GOP: Biden’s decision to rejoin the Paris Climate Agreement could cost Americans between 400,000 and 2.7 million jobs."
8694,RT @hebronlibrarytx: Finished my #appleteacher certification. I'm excited to share with all our peeps @Hebron_HS #LISDlib #librarians 📚 htt…
8695,"@Lemonwyd @TreeckTommy @carbon_fn parker just because you had one good day doesn't mean your better then carbon, smh"
8696,"My #SpringFlingKidLit entry ‘Martha’s BEES-ness Trip” received an honorable mention in the “Cracking Me Up” category! I overdid it with bee puns in the entry so I’ll just say...woohoo!

Thanks to @CiaraONeal2 @KaitlynLeann17 and to all prize donors!"
8697,"RT @TrumanProject: Reminder for President @JoeBiden’s speech tonight: Follow some of our #natsec experts for analysis, including @alex_corn…"
8698,RT @Independent: Ted Cruz mocked after sending another misleading tweet about Paris Agreement https://t.co/C9c5W6ARZU
8699,@SarahJ_Berry I don't even know if this qualifies as being in urbanism (it's more of an environmentalist thing?) but light pollution is a serious problem.
8700,RT @jiminpark02: Since the green space for citizens in the city disappears due to reckless development and climate change such as environme…
8701,"RT @BillOReilly: Apparently the federal government is going to take over the private economy according to Joe Biden, who is going to create…"
8702,"RT @PaulEDawson: ""One of the biggest issues is you cannot self-isolate from climate,""

The world is heading for mortality rates equivalent…"
8703,RT @climatecouncil: Senior US Democrat John Podesta has said that PM Scott Morrison's over-reliance on technology to cut emissions “is just…
8704,"RT @piyushmittal: Such a stark contrast. Joe Biden was full of ideas about jobs, education, healthcare, climate change, gun safety, police…"
8705,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8706,"RT @MarkJCarney: Covid teaches us #resilience is important. It’s about having a strategic reserve we don’t use every day, but is there when…"
8707,"RT @ChrisMurphyCT: Biden says when thinks of climate change he thinks of jobs.

Last week I visited a solar company in CT that said if Trum…"
8708,"Again today...no action taken... Keep wasting   government's money. It is the inaction of those who can act that fails the system. Pl stop this wastage.
@ArvindKejriwal @dtchq_delhi"
8709,"During his first address to a joint session of Congress President Joe Biden outlined ambitious plans to address climate change, racial inequality, and called on the country to recommit itself to democratic values. https://t.co/2CYtxu2nxd"
8710,RT @GretaThunberg: If believing that we can change our system and our way of thinking in order to safeguard future living conditions for li…
8711,"RT @lariti2: It’s all connected: racism, pollution, &amp; their effects on POC. It makes Biden’s approach to Infrastructure interesting. 

Bide…"
8712,"RT @GretaThunberg: A friendly reminder: We can't solve the climate crisis without treating it like a crisis.

What does that mean?

It mean…"
8713,"RT @billboard_twice: This is an example plaque if they but a certification
The label or artist will get this plaque https://t.co/GJuGW0E1WJ"
8714,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions https://t.co/kKg5mOWds5
8715,@mcm50_karen @TheLeoTerrell Nope not in climate change. Said 80 percent don’t need college degree.
8716,RT @danielhurstbne: The small-business ombudsman - former Liberal minister Bruce Billson - proposes powers that would overturn decisions ma…
8717,"RT @GregAbbott_TX: Biden rejoined the Paris Climate Agreement, which could destroy up to 2.7M jobs.

TX is a pro-energy state. We will not…"
8718,Hello eco-friendlies! The well known damaging company Nestle who uses 1.7 MILLION of plastic only on packaging😖! Fun fact  carbon footprints are important!  Think twice about the amount of pollution resulted making your products!
8719,"RT @nicknprince: It's so damn insulting that the response to ""this giant thing (beef, pollution, crypto, etc.) is an environmental nightmar…"
8720,"RT @SM507721apes: vehicles can produce nitrogen oxides (NOx). these can result in acid rain &amp; photochemical smog, a secondary pollutant mad…"
8721,"RT @HarleyRouda: Michelle Steel fast tracked the sale of our public land to one of her mega donors during her final days as Supervisor.

Th…"
8722,@SenJohnKennedy You mean the people the GOP are constantly trying to squash into the dirt in favor of their big money donors?
8723,"Via @theedgemalaysia: Economic Research Institute for ASEAN and East Asia CEO, suggests hydrogen as an alternative source of energy, it will play an important role in carbon neutrality.  Read it and other #ASEANEnergyClimate News at https://t.co/FohwfwHZk9."
8724,RT @pia_eberhardt: How is opening the new #Datteln4 coal power plant &amp; attacking the Dutch coal phase-out under the #EnergyCharterTreaty in…
8725,"RT @brhodes: Striking and refreshing that Biden's turn to global issues doesn't start with terrorism, but with the issues like pandemics an…"
8726,"RT @TransportDems: The #AmericanJobsPlan is just what we need to:

🛠️Fix the infrastructure we have &amp; build for the future
🏘️Reconnect comm…"
8727,Muzan really had the nerve to tell Tanjirou and Giyuu that they should just get over the death of their families because encountering him is like encountering a ‘calamity’ or a natural disaster lmmfffaaaaooooo
8728,"@GregAbbott_TX @GregAbbott_TX accomplishments in 6 years:
➡ Enriched himself 
➡ Enriched his donors at the expense of constituents 
➡ Killed thousands of Texans
➡ Deregulated TX grid causing winter blackout
➡ Ruthlessly spread misinformation and ongoing lies.

TX is dying for his failures."
8729,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8730,"i plan to pursue a career in engineering
my main life goal is to aid in the reversal of global warming in any way i can to secure a future for humanity on earth, and if i can't do that, i wanna do whatever i can in the future to help humans get off this planet and live on"
8731,"This, right here, is why @TasLiberal claims of taking climate action are so undermined. They simply cannot stand up to the climate denialism that is rampant in their own party.

#politas #tasvotes"
8732,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8733,"@varadmehta @EWErickson @davidharsanyi Biden &amp; Dems say they haven't specifically proposed banning beef. They have just proposed CO2 &amp; CO2e limits that will make beef, then pork &amp; chicken, economically impossible to produce. Typical leftist semantic gamesmanship."
8734,"RT @Rachel__Sarah: I’m so thrilled that I get to write another book for @ChiReviewPress! 

NO PLANET B: 15 CONTEMPORARY WOMEN SOLVING THE C…"
8735,"RT @PJM_data: The next idols with the most sponsors were Kang Daniel (89 sponsors) and Wonho (40 sponsors,) as well as various other fandom…"
8736,@dougisaliveatl @spaghettiboy23 @_kueller @HorizonUnltd @jscros @ActNormalOrElse Often the same donors.
8737,RT @Aspiration: Fight climate change by changing where you deposit and spend your money. 🌎
8738,"Yes! A positive, inspiring message of economic justice, repairing our infrastructure, action on climate change, health care for all, investment in education, rooting out systemic racism,fair wages and investment in Americans."
8739,"RT @AdamBandt: In just 24 hours, Morrison's set to fund a new gas-fired power station in the Hunter.

The market doesn't want it. It's too…"
8740,"RT @TexasCentral: The Texas high-speed train, with its small footprint and significantly lower emissions per passenger mile, will help hand…"
8741,"here i am, destroyed by global warming tho :/"
8742,"RT @PlantBasedLexi: The elite create the narratives. The mainstream media pushes the narratives. And in return, the masses unknowingly thin…"
8743,"@Fire_Nation_Man @aghenis But really I think it boils down to this. The media industry relies on a constant stream of new ideas, so they get frustrated when economists keep saying the same thing for decades, no matter how correct it is. https://t.co/XoKlGEl9xu https://t.co/OjgbkKydoj"
8744,"Air pollution contributes to around 200,000 deaths a year in the UK. One in four deaths worldwide can be linked to pollution.

What's truly shocking is that these are preventable deaths,  we know how to produce clean energy and clean transport.  https://t.co/qOEa7kxQ9A"
8745,"RT @MrKRudd: So now we have the Murdoch media, together with Morrison and Dutton, beating the ‘drums of war’ with China over Taiwan! All th…"
8746,@CHHR01 Maybe they'll retain too much Co2 and get sick and not be able to function in their role in congress....that would be such a shame!
8747,RT @climatecouncil: Senior US Democrat John Podesta has said that PM Scott Morrison's over-reliance on technology to cut emissions “is just…
8748,RT @NatKeohane: Pretty sure that this is the first time in a SOTU (or equivalent) that climate change has been mentioned at multiple differ…
8749,"Oh, okay yeah, stick to having actual human children then who’d probably weigh in an unfathomable amount of carbon footprint... you’re gonna emit it in every single choice you make unless you’re a fucking rock. So stupid."
8750,RT @AnaMardoll: Could we stop with the individualized non-solutions and actually tackle the massive corporations that are poisoning our pla…
8751,"RT @PakPMO: Prime Minister @ImranKhanPTI and @BillGates discuss next steps on COVID-19 response, polio eradication and climate change https…"
8752,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8753,"RT @Bowenchris: Season Two of Rekindling Hope!
And to kick off our second season ⁦@SamPCrosby⁩ and I interview former White House COS and D…"
8754,Climate change: World's glaciers melting at accelerating rate https://t.co/nZIpt4OQIY
8755,"@TomServo75 @BostonFact @DavePelna @oaklandzoo22 @joelpollak @SecBlinken @JoeBiden @BreitbartNews @AOC Here is a study from 7 years ago, and even then, with much worse tech than today, the conclusion was that the investment more than pays for itself:
https://t.co/9K3q4lhauj"
8756,"RT @YourAnonCentral: #Microplastic pollution has been found on mountain tops &amp; remote areas where humans are absent. 

Plastic is known to…"
8757,RT @cjforiowa: Kind of a BFD to see a Democratic President talking about cover crops and including farmers in the fight against climate cha…
8758,"RT @AdamSchiff: If we want to build back better.

Revitalize our economy.

Invest in people.

Fight climate change. 

Create new green jobs…"
8759,"RT @nytimes: Our reporters fact-checked President Biden's address to a joint session of Congress on issues including:
— Job creation
— Gun…"
8760,"RT @BillOReilly: Apparently the federal government is going to take over the private economy according to Joe Biden, who is going to create…"
8761,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8762,"RT @paraskochhar: *URGENT - Blood Donors Required*

Patient  : Hardik Dewan, 13 yrs, O+ve
                Moulik Dewan, 12 yrs, B+ve

Disea…"
8763,"RT @GeraldKutney: A trick by climate deniers is to ask a question but make it so bizarre, it is impossible to answer... just more proof tha…"
8764,"RT @PeterDClack: Climate is based on natural cycles in vast time scales. A glaciation can be 100,000 years, an interglacial 10,000. Tectoni…"
8765,"@JWalker55555 @AdamsCumbie The planet has survived plagues, asteroids and major climate change. It will flick us off like a dog does a tick. You may want to refocus. Us vs. The Planet?"
8766,RT @EPWCmte: .@POTUS has it right when he talks about the opportunity of climate change. We can build charging stations across the country…
8767,"@Timbactu @meshivamahuja @JatinMakol @karansaluja16 @Mohitahuja30 Hey Timbactu - A compiled list of resources to help you connect to the COVID recovered plasma donors

Daily COVID-19 trends as of 29 Apr 08AM 🇮🇳:
+ve: 0🔼
Recovery: 0🔼
Death: 0🔼
Tot. Active: 3077121🔼
TPR (L7D Avg): 21🔼

#plasmatherapy https://t.co/fhBk7bDrnX"
8768,"RT @PeterDClack: Climate is based on natural cycles in vast time scales. A glaciation can be 100,000 years, an interglacial 10,000. Tectoni…"
8769,RT @chrislhayes: Fact Check: Democrats have been talking about the climate crisis as a JOBS JOBS JOBS opportunity for years.
8770,".@POTUS laid out a bold plan for how we’re going to build back better.

We’re going to:
✔️ tackle climate change
✔️ invest in physical + social infrastructure
✔️ make an economy that works for everyone
✔️ resume America’s moral leadership 

#JointAddress https://t.co/I3O0dVuzYn"
8771,"Our Elders who have been peacefully protesting in India on the streets through extreme weather &amp; being blatantly Ignored by the government and harassed by police.
#KisanBole_NoVoteToModi
 Support Farmers https://t.co/jfhxukKyVV"
8772,"RT @GeraldKutney: A trick by climate deniers is to ask a question but make it so bizarre, it is impossible to answer... just more proof tha…"
8773,"RT @LACityDPW: #TOMORROW 4/29, 1:00 PM. @TreePeople_org presents T.R.E.E. Talks: Combating Urban Heat, with Marta Segura, Director of the C…"
8774,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8775,@KeatonPatti Some journalist reach out to me. There are thousands and thousands of lives at risk. Coverup of water pollution in a flint water level of problem. Local Politicians getting rich. It needs the whistle blown in a big way. Someone contact me seriously. They need help!
8776,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
8777,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
8778,RT @OceanCarbon: Thanks @theAGU for highlighting our work
8779,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8780,"(Video)
‘Start With The Basics’: How To Explain Climate Change To Children
#Climate #Education #Children
https://t.co/7tU9OjlofH"
8781,"RT @KanganaTeam: @gauravvkchawla People like you think milk comes from packets ha ha what a dimwit, oxygen cylinder’s oxygen also derived f…"
8782,"RT @AfroViking2607: I can't understand why people clown on the Esport Certification thing, this shit is mad hard. https://t.co/YPo3bb05uC"
8783,"RT @MilesHuntWriter: Pretty sure future generations will not ‘thank’ us, Scott, for our efforts on climate change - perhaps the best we can…"
8784,"RT @vmbutani: @__nyctophile10 Plasma donors with blood group o-ve, o+ve &amp; b+ve available.

#verified
Vikas
Location-Kanpur
6393641172"
8785,"RT @nikkifried: Mayor @EricGarcetti, thank you for your kind words and your leadership on climate.

You’re right — hope hangs on the horizo…"
8786,RT @YourLocalEmoDad: Liberal tech journalists will blame climate change on anything except the multinational corporations signing their pay…
8787,"*** Plasma Donor required ***
Patient Name: Kiran Kumar kalla
Age 39
Admitted at sunshine hospital Manikonda 
Blood group O+positive 
Require 2 donors 1 by 29 /April and 2nd donor at 30/April
Attendant: Vamsi Priya 
Attendant contact +91 7702596663
#Covid19IndiaHelp #Hyderabad"
8788,RT @BabeTruth2: Such a liar.
8789,RT @Politiko_Ph: Deputy Speaker and Antique Rep. Loren Legarda called on Filipinos to return to the practice of seed saving to improve food…
8790,"@RonniSalt I’m mulling over whether, at a time of heightened anxiety caused by Covid/Climate etc that beating the war drum, won’t actually cost them votes? In particular with already alienated women and young people. Smell of desperation."
8791,"RT @aStatesman: So Republicans “believe the science” when it comes to opening schools, but don’t trust scientists on Global Warming. 🤔🤔🤔"
8792,"RT @RepAuchincloss: .@POTUS laid out a bold plan for how we’re going to build back better.

We’re going to:
✔️ tackle climate change
✔️ inv…"
8793,"@ColumbaSaint @Is_that_the_top @lorakolodny @TESLAcharts @CrackheadBob7 @InvestorSwan @StanphylCap @CGrantWSJ @amywestervelt Having done this for ESG and “low carbon” ETFs and mutual funds, your statement is spot on. So many were index trackers. So few remotely cared about ESG, or using MSCI or sustainalytics had a terrible weighted avg ESG. Just frauds playing or the uninformed."
8794,RT @RepPress: @jenn_buckle @GretaThunberg Greta showed facts and information as recently as two hours ago in her previous tweet! So stop ac…
8795,"RT @goddeketal: 15/: Instead, we live in a climate that promotes social phobias. Old people are afraid to see their relatives and at the sa…"
8796,RT @billboard_twice: 3 TWICE's songs already eligible to get RIAA gold based on US selling. Because Republic is already a part of RIAA memb…
8797,@RepBice I love the bipartisan climate that this government exhibited when your Party controlled the Senate and the Oval Office.
8798,Did anyone call Biden's climate thing the Leafy Greens New Deal? Anyone? Anyone? No?
8799,CO - Carbon Monoxide Alarm | 7800 San Felipe Blvd | AFD | 21:59:37 | https://t.co/VxxDHT4XAG
8800,RT @mikepompeo: China and our adversaries now know they can take advantage of us in exchange for a promise to reduce future carbon emission…
8801,"@RaySuarezNews @lrozen What little of their agenda that doesn't involve Trump worship, they don't have actual positions or policy, just Anti and You Suck and Reward Our Donors."
8802,"First let’s see them do it with no subsidies. If these “markets” get through that hurdle, then let’s talk."
8803,"RT @DIEBO37: #Earth’s Frozen Surfaces Became Less Susceptible To Thawing, Potentially Locking In More Carbon Than Expected
#ClimateChange #…"
8804,"RT @usatodayDC: On Earth Day, Biden pledged big cuts to US greenhouse gas emissions: 50% of 2005 levels by 2030, nearly double a target set…"
8805,RT @patrick19631: @GasPriceWizard I work for a large trucking company. I spoke to our controller about two months prior to the April 1 incr…
8806,RT @yikesangeI: climate change is real 💔🌎 https://t.co/xe25S3B9gl
8807,RT @cdelvallejr: “Climate change is going to be the next c*v*d thing for CNN” https://t.co/Atnh66VAgo
8808,"“It’s not climate change killing us, perhaps it’s ignorance. The message has not got through.” – @gpaddymanning #sydneywritersfestival"
8809,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
8810,"RT @billboard_twice: For everyone who still don't know about RIAA certification, RIAA certification based on the number of albums and singl…"
8811,RT @NaomiOreskes: Everyone needs to see and share this chart.
8812,"RT @DIEBO37: #Earth’s Frozen Surfaces Became Less Susceptible To Thawing, Potentially Locking In More Carbon Than Expected
#ClimateChange #…"
8813,RT @TheYuanLiao: Had an idea to produce spatially explicit carbon emissions using data sensed in transport systems. But this seems an all-i…
8814,Texas wants to break off from the states so bad but isn’t prepared for literally any natural disaster. 😭🥴
8815,"RT @MichaelEMann: ""we've failed to use the most important word when it comes to addressing the climate crisis -- JOBS""
#PresidentialAddress…"
8816,"RT @DIEBO37: #Earth’s Frozen Surfaces Became Less Susceptible To Thawing, Potentially Locking In More Carbon Than Expected
#ClimateChange #…"
8817,RT @MurrayWatt: Nth Aus has some of our most pristine natural environments &amp; faces great risk from climate change - a massive risk to the r…
8818,RT @gcesystems: THIS is why pollution control equipment is so important. Cutting corners is no longer an option for our planet! https://t.c…
8819,RT @cdelvallejr: “Climate change is going to be the next c*v*d thing for CNN” https://t.co/Atnh66VAgo
8820,"RT @TheCryptoBomber: $VET/@vechainofficial x @elonmusk ? 

Retweet til he sees it!"
8821,"RT @PaulEDawson: Air pollution contributes to around 200,000 deaths a year in the UK. One in four deaths worldwide can be linked to polluti…"
8822,"@Darian15063118 @FraxinusX @RMac18 (I'm not actually gonna wait for this; you're a month-old account who does nothing but make the most vacuous, dipshit chud responses at all turns, so lol get fucked you waste of carbon)"
8823,RT @NAWLA_MBOI: Research shows that managed forests in the long term absorb more carbon than unmanaged forests. 🌲🌲  #MythAndFact https://t.…
8824,"RT @chaitanya9238: *PLASMA DONORS REQUIRED FOR COVID TREATMENT URGENTLY* 

Patient: Srinivas Bkvr
Age: 48
Hospital: Pratima hospital, Kachi…"
8825,"RT @TorranceCoste: Tiny beautiful birds VS big tacky pipeline.

This is a rad story, and it’s neat to see it get global attention. The Tran…"
8826,@thehill Some journalist reach out to me. There are thousands and thousands of lives at risk. Coverup of water pollution in a flint water level of problem. Local Politicians getting rich. It needs the whistle blown in a big way. Someone contact me seriously. They need help!
8827,"RT @DIEBO37: #Earth’s Frozen Surfaces Became Less Susceptible To Thawing, Potentially Locking In More Carbon Than Expected
#ClimateChange #…"
8828,"RT @billboard_twice: This is an example plaque if they but a certification
The label or artist will get this plaque https://t.co/GJuGW0E1WJ"
